invoice_id,sale_id,delivery_id,customer_id,invoice_date,subtotal_net,tax_breakdown,tax_amount,total_gross,due_date,payment_days,payment_status,payment_date
FAC-2024-0000526,SO-2024-0000526,ALB-2024-0000347,CUST_5C0BA757CB10,2024-04-13,85.95,"{'4%': 0.69, '10%': 2.25, '21%': 9.69}",12.63,98.58,2024-04-13,0,paid,2024-04-13
FAC-2024-0000527,SO-2024-0000527,,CUST_4A94CC351E4F,2024-04-09,50.95,"{'4%': 1.65, '10%': 0.16, '21%': 1.67}",3.48,54.43,2024-04-24,15,pending,
FAC-2024-0000528,SO-2024-0000528,ALB-2024-0000348,CUST_90CEE9A53368,2024-04-10,70.68,"{'4%': 0.25, '10%': 2.85, '21%': 7.53}",10.63,81.31,2024-04-10,0,paid,2024-04-11
FAC-2024-0000529,SO-2024-0000529,,CUST_655243FF5011,2024-04-10,61.62,"{'4%': 0.73, '10%': 4.34, '21%': 0.0}",5.07,66.69,2024-04-10,0,paid,2024-04-11
FAC-2024-0000530,SO-2024-0000530,,CUST_513A986F9025,2024-04-10,89.66,"{'4%': 0.8, '10%': 4.22, '21%': 5.79}",10.81,100.47,2024-04-10,0,paid,2024-04-11
FAC-2024-0000531,SO-2024-0000531,ALB-2024-0000349,CUST_A66F39669FA7,2024-04-13,33.14,"{'4%': 0.11, '10%': 1.49, '21%': 3.24}",4.84,37.98,2024-04-13,0,paid,2024-04-13
FAC-2024-0000532,SO-2024-0000532,ALB-2024-0000350,CUST_CDCCA9434AA0,2024-04-14,64.13,"{'4%': 1.22, '10%': 2.52, '21%': 1.77}",5.51,69.64,2024-04-14,0,paid,2024-04-15
FAC-2024-0000533,SO-2024-0000533,ALB-2024-0000351,CUST_A9AB1777E8CB,2024-04-12,14.33,"{'4%': 0.0, '10%': 1.08, '21%': 0.75}",1.83,16.16,2024-04-12,0,paid,2024-04-13
FAC-2024-0000534,SO-2024-0000534,,CUST_A48ED0421DFA,2024-04-10,76.53,"{'4%': 0.59, '10%': 3.1, '21%': 6.47}",10.16,86.69,2024-04-10,0,paid,2024-04-11
FAC-2024-0000535,SO-2024-0000535,,CUST_32735373BF4D,2024-04-10,96.99,"{'4%': 0.51, '10%': 6.33, '21%': 4.4}",11.24,108.23,2024-04-10,0,paid,2024-04-11
FAC-2024-0000536,SO-2024-0000536,ALB-2024-0000352,CUST_6FFFB2DC6C34,2024-04-14,58.98,"{'4%': 0.0, '10%': 5.47, '21%': 0.89}",6.36,65.34,2024-04-14,0,paid,2024-04-14
FAC-2024-0000537,SO-2024-0000537,ALB-2024-0000353,CUST_ABF3FEC21BBE,2024-04-15,16.03,"{'4%': 0.2, '10%': 0.0, '21%': 2.33}",2.53,18.56,2024-04-30,15,pending,
FAC-2024-0000538,SO-2024-0000538,ALB-2024-0000354,CUST_0F25A55990E7,2024-04-13,93.32,"{'4%': 1.6, '10%': 4.24, '21%': 2.32}",8.16,101.48,2024-04-13,0,paid,2024-04-14
FAC-2024-0000539,SO-2024-0000539,ALB-2024-0000355,CUST_C60161FA01BA,2024-04-15,16.04,"{'4%': 0.12, '10%': 0.71, '21%': 1.25}",2.08,18.12,2024-04-15,0,paid,2024-04-15
FAC-2024-0000540,SO-2024-0000540,ALB-2024-0000356,CUST_A66F39669FA7,2024-04-15,38.31,"{'4%': 0.62, '10%': 0.48, '21%': 3.79}",4.89,43.2,2024-04-15,0,paid,2024-04-16
FAC-2024-0000541,SO-2024-0000541,ALB-2024-0000357,CUST_7DE36694C343,2024-04-15,18.87,"{'4%': 0.27, '10%': 1.13, '21%': 0.15}",1.55,20.42,2024-04-15,0,paid,2024-04-16
FAC-2024-0000542,SO-2024-0000542,,CUST_623225074181,2024-04-12,106.71,"{'4%': 0.94, '10%': 5.97, '21%': 4.91}",11.82,118.53,2024-04-12,0,paid,2024-04-13
FAC-2024-0000543,SO-2024-0000543,ALB-2024-0000358,CUST_9C2EEA4E3617,2024-04-13,44.82,"{'4%': 0.0, '10%': 4.48, '21%': 0.0}",4.48,49.3,2024-04-13,0,paid,2024-04-14
FAC-2024-0000544,SO-2024-0000544,ALB-2024-0000359,CUST_FBE9DBC080FD,2024-04-15,22.82,"{'4%': 0.05, '10%': 1.03, '21%': 2.34}",3.42,26.24,2024-04-15,0,paid,2024-04-15
FAC-2024-0000545,SO-2024-0000545,,CUST_4758A6499CDC,2024-04-12,150.62,"{'4%': 1.37, '10%': 10.38, '21%': 2.64}",14.39,165.01,2024-04-12,0,paid,2024-04-12
FAC-2024-0000546,SO-2024-0000546,ALB-2024-0000360,CUST_51B11B2EDEDB,2024-04-14,13.81,"{'4%': 0.2, '10%': 0.29, '21%': 1.23}",1.72,15.53,2024-04-14,0,paid,2024-04-15
FAC-2024-0000547,SO-2024-0000547,ALB-2024-0000361,CUST_43477321A8B2,2024-04-15,27.27,"{'4%': 0.2, '10%': 0.26, '21%': 4.11}",4.57,31.84,2024-04-15,0,paid,2024-04-16
FAC-2024-0000548,SO-2024-0000548,ALB-2024-0000362,CUST_A66F39669FA7,2024-04-17,30.21,"{'4%': 0.15, '10%': 1.17, '21%': 3.12}",4.44,34.65,2024-04-17,0,paid,2024-04-18
FAC-2024-0000549,SO-2024-0000549,ALB-2024-0000363,CUST_95D8FF37D19C,2024-04-16,115.13,"{'4%': 1.68, '10%': 6.64, '21%': 1.4}",9.72,124.85,2024-04-16,0,paid,2024-04-17
FAC-2024-0000550,SO-2024-0000550,ALB-2024-0000364,CUST_697C87FA841A,2024-04-17,15.92,"{'4%': 0.2, '10%': 0.6, '21%': 1.04}",1.84,17.76,2024-04-17,0,paid,2024-04-18
FAC-2024-0000551,SO-2024-0000551,ALB-2024-0000365,CUST_707DFDB1429E,2024-04-15,57.1,"{'4%': 0.16, '10%': 3.3, '21%': 4.2}",7.66,64.76,2024-04-15,0,paid,2024-04-16
FAC-2024-0000552,SO-2024-0000552,ALB-2024-0000366,CUST_12B2940C3503,2024-04-16,56.84,"{'4%': 0.07, '10%': 2.74, '21%': 5.81}",8.62,65.46,2024-04-16,0,paid,2024-04-17
FAC-2024-0000553,SO-2024-0000553,ALB-2024-0000367,CUST_93D551A3AC26,2024-04-17,179.73,"{'4%': 4.49, '10%': 2.32, '21%': 9.31}",16.12,195.85,2024-05-02,15,pending,
FAC-2024-0000554,SO-2024-0000554,ALB-2024-0000368,CUST_002C74DE5F70,2024-04-18,79.3,"{'4%': 0.53, '10%': 2.74, '21%': 8.11}",11.38,90.68,2024-05-03,15,pending,
FAC-2024-0000555,SO-2024-0000555,ALB-2024-0000369,CUST_FB8FD8B48EAD,2024-04-16,46.42,"{'4%': 1.13, '10%': 0.16, '21%': 3.48}",4.77,51.19,2024-05-01,15,pending,
FAC-2024-0000556,SO-2024-0000556,ALB-2024-0000370,CUST_CDCCA9434AA0,2024-04-16,57.42,"{'4%': 0.44, '10%': 2.89, '21%': 3.69}",7.02,64.44,2024-04-16,0,paid,2024-04-16
FAC-2024-0000557,SO-2024-0000557,ALB-2024-0000371,CUST_9E5DC5ACC354,2024-04-19,92.26,"{'4%': 2.54, '10%': 1.15, '21%': 3.65}",7.34,99.6,2024-04-19,0,paid,2024-04-19
FAC-2024-0000558,SO-2024-0000558,,CUST_D7F3C2EFEECB,2024-04-15,25.51,"{'4%': 0.14, '10%': 1.38, '21%': 1.75}",3.27,28.78,2024-04-15,0,paid,2024-04-15
FAC-2024-0000559,SO-2024-0000559,ALB-2024-0000372,CUST_ABF3FEC21BBE,2024-04-18,15.82,"{'4%': 0.15, '10%': 0.26, '21%': 2.0}",2.41,18.23,2024-05-03,15,pending,
FAC-2024-0000560,SO-2024-0000560,,CUST_BE05965BEFDF,2024-04-16,51.33,"{'4%': 1.68, '10%': 0.58, '21%': 0.71}",2.97,54.3,2024-04-16,0,paid,2024-04-17
FAC-2024-0000561,SO-2024-0000561,,CUST_45F52E2FBF77,2024-04-16,55.48,"{'4%': 0.04, '10%': 4.72, '21%': 1.54}",6.3,61.78,2024-05-01,15,pending,
FAC-2024-0000562,SO-2024-0000562,,CUST_F4E7A4540937,2024-04-16,47.64,"{'4%': 0.16, '10%': 0.91, '21%': 7.25}",8.32,55.96,2024-05-01,15,pending,
FAC-2024-0000563,SO-2024-0000563,ALB-2024-0000373,CUST_93D551A3AC26,2024-04-19,74.51,"{'4%': 0.33, '10%': 1.66, '21%': 10.45}",12.44,86.95,2024-05-04,15,pending,
FAC-2024-0000564,SO-2024-0000564,ALB-2024-0000374,CUST_CA6C09697101,2024-04-20,117.17,"{'4%': 1.34, '10%': 5.26, '21%': 6.55}",13.15,130.32,2024-05-05,15,pending,
FAC-2024-0000565,SO-2024-0000565,ALB-2024-0000375,CUST_42D951976E75,2024-04-18,25.49,"{'4%': 0.13, '10%': 0.2, '21%': 4.27}",4.6,30.09,2024-04-18,0,paid,2024-04-18
FAC-2024-0000566,SO-2024-0000566,ALB-2024-0000376,CUST_697C87FA841A,2024-04-19,11.01,"{'4%': 0.05, '10%': 0.0, '21%': 2.04}",2.09,13.1,2024-04-19,0,paid,2024-04-20
FAC-2024-0000567,SO-2024-0000567,ALB-2024-0000377,CUST_9C2EEA4E3617,2024-04-20,52.19,"{'4%': 0.89, '10%': 0.8, '21%': 4.61}",6.3,58.49,2024-04-20,0,paid,2024-04-20
FAC-2024-0000568,SO-2024-0000568,,CUST_A2119FD34579,2024-04-17,75.91,"{'4%': 0.82, '10%': 2.94, '21%': 5.48}",9.24,85.15,2024-04-17,0,paid,2024-04-18
FAC-2024-0000569,SO-2024-0000569,ALB-2024-0000378,CUST_C4F97630A8A7,2024-04-21,42.73,"{'4%': 0.39, '10%': 2.31, '21%': 2.11}",4.81,47.54,2024-04-21,0,paid,2024-04-21
FAC-2024-0000570,SO-2024-0000570,,CUST_A48ED0421DFA,2024-04-17,79.28,"{'4%': 0.24, '10%': 6.37, '21%': 2.03}",8.64,87.92,2024-04-17,0,paid,2024-04-17
FAC-2024-0000571,SO-2024-0000571,ALB-2024-0000379,CUST_592A7BA109D0,2024-04-20,59.04,"{'4%': 0.15, '10%': 0.46, '21%': 10.66}",11.27,70.31,2024-04-20,0,paid,2024-04-20
FAC-2024-0000572,SO-2024-0000572,ALB-2024-0000380,CUST_0A32373AEDF8,2024-04-21,116.05,"{'4%': 0.93, '10%': 5.59, '21%': 7.73}",14.25,130.3,2024-04-21,0,paid,2024-04-21
FAC-2024-0000573,SO-2024-0000573,ALB-2024-0000381,CUST_6DAA8861FE18,2024-04-21,11.13,"{'4%': 0.0, '10%': 0.48, '21%': 1.34}",1.82,12.95,2024-04-21,0,paid,2024-04-21
FAC-2024-0000574,SO-2024-0000574,,CUST_D3636F81CF4F,2024-04-18,34.31,"{'4%': 0.0, '10%': 3.29, '21%': 0.3}",3.59,37.9,2024-04-18,0,paid,2024-04-19
FAC-2024-0000575,SO-2024-0000575,ALB-2024-0000382,CUST_585A7BFDCC12,2024-04-21,48.73,"{'4%': 0.38, '10%': 2.23, '21%': 3.58}",6.19,54.92,2024-04-21,0,paid,2024-04-22
FAC-2024-0000576,SO-2024-0000576,ALB-2024-0000383,CUST_49A2F7E8F8E5,2024-04-21,38.37,"{'4%': 0.0, '10%': 2.9, '21%': 1.98}",4.88,43.25,2024-04-21,0,paid,2024-04-22
FAC-2024-0000577,SO-2024-0000577,ALB-2024-0000384,CUST_8962929C93B3,2024-04-22,34.34,"{'4%': 0.71, '10%': 0.78, '21%': 1.87}",3.36,37.7,2024-05-07,15,pending,
FAC-2024-0000578,SO-2024-0000578,ALB-2024-0000385,CUST_90CEE9A53368,2024-04-21,42.59,"{'4%': 1.12, '10%': 0.38, '21%': 2.26}",3.76,46.35,2024-04-21,0,paid,2024-04-21
FAC-2024-0000579,SO-2024-0000579,ALB-2024-0000386,CUST_FB8FD8B48EAD,2024-04-21,37.89,"{'4%': 0.37, '10%': 0.13, '21%': 5.75}",6.25,44.14,2024-05-06,15,pending,
FAC-2024-0000580,SO-2024-0000580,ALB-2024-0000387,CUST_513A986F9025,2024-04-21,72.38,"{'4%': 0.08, '10%': 5.29, '21%': 3.69}",9.06,81.44,2024-04-21,0,paid,2024-04-21
FAC-2024-0000581,SO-2024-0000581,ALB-2024-0000388,CUST_80BB6EC01269,2024-04-21,50.05,"{'4%': 0.23, '10%': 1.32, '21%': 6.56}",8.11,58.16,2024-05-06,15,pending,
FAC-2024-0000582,SO-2024-0000582,,CUST_255B7E3D5EE4,2024-04-19,115.34,"{'4%': 0.74, '10%': 9.55, '21%': 0.29}",10.58,125.92,2024-04-19,0,paid,2024-04-19
FAC-2024-0000583,SO-2024-0000583,,CUST_BF3182BBAD84,2024-04-19,114.4,"{'4%': 2.0, '10%': 4.58, '21%': 3.94}",10.52,124.92,2024-04-19,0,paid,2024-04-19
FAC-2024-0000584,SO-2024-0000584,ALB-2024-0000389,CUST_D7F3C2EFEECB,2024-04-22,33.66,"{'4%': 0.0, '10%': 1.2, '21%': 4.56}",5.76,39.42,2024-04-22,0,paid,2024-04-22
FAC-2024-0000585,SO-2024-0000585,ALB-2024-0000390,CUST_D37445712959,2024-04-24,50.02,"{'4%': 0.0, '10%': 3.98, '21%': 2.15}",6.13,56.15,2024-04-24,0,paid,2024-04-24
FAC-2024-0000586,SO-2024-0000586,ALB-2024-0000391,CUST_9F6ABD54DA04,2024-04-22,50.72,"{'4%': 1.62, '10%': 0.0, '21%': 2.14}",3.76,54.48,2024-04-22,0,paid,2024-04-23
FAC-2024-0000587,SO-2024-0000587,,CUST_562819DD3E8C,2024-04-19,80.72,"{'4%': 0.0, '10%': 6.01, '21%': 4.32}",10.33,91.05,2024-05-19,30,pending,
FAC-2024-0000588,SO-2024-0000588,ALB-2024-0000392,CUST_623225074181,2024-04-24,90.0,"{'4%': 0.31, '10%': 5.95, '21%': 4.79}",11.05,101.05,2024-04-24,0,paid,2024-04-25
FAC-2024-0000589,SO-2024-0000589,,CUST_45F52E2FBF77,2024-04-20,25.9,"{'4%': 0.56, '10%': 0.37, '21%': 1.75}",2.68,28.58,2024-05-05,15,pending,
FAC-2024-0000590,SO-2024-0000590,ALB-2024-0000393,CUST_C4F97630A8A7,2024-04-23,44.07,"{'4%': 0.11, '10%': 0.9, '21%': 6.77}",7.78,51.85,2024-04-23,0,paid,2024-04-24
FAC-2024-0000591,SO-2024-0000591,,CUST_A48ED0421DFA,2024-04-20,55.93,"{'4%': 1.15, '10%': 1.63, '21%': 2.29}",5.07,61.0,2024-04-20,0,paid,2024-04-20
FAC-2024-0000592,SO-2024-0000592,ALB-2024-0000394,CUST_A383DB2C6AC8,2024-04-23,26.88,"{'4%': 0.12, '10%': 2.4, '21%': 0.0}",2.52,29.4,2024-04-23,0,paid,2024-04-24
FAC-2024-0000593,SO-2024-0000593,ALB-2024-0000395,CUST_255B7E3D5EE4,2024-04-21,85.44,"{'4%': 0.74, '10%': 3.87, '21%': 5.91}",10.52,95.96,2024-04-21,0,paid,2024-04-21
FAC-2024-0000594,SO-2024-0000594,ALB-2024-0000396,CUST_CA6C09697101,2024-04-22,102.08,"{'4%': 0.79, '10%': 6.73, '21%': 3.15}",10.67,112.75,2024-05-07,15,pending,
FAC-2024-0000595,SO-2024-0000595,ALB-2024-0000397,CUST_C60161FA01BA,2024-04-23,20.89,"{'4%': 0.0, '10%': 1.09, '21%': 2.1}",3.19,24.08,2024-04-23,0,paid,2024-04-24
FAC-2024-0000596,SO-2024-0000596,ALB-2024-0000398,CUST_8A0B36D8393A,2024-04-25,103.7,"{'4%': 0.01, '10%': 6.28, '21%': 8.53}",14.82,118.52,2024-05-10,15,pending,
FAC-2024-0000597,SO-2024-0000597,,CUST_008D610461E3,2024-04-22,55.47,"{'4%': 0.62, '10%': 1.39, '21%': 5.47}",7.48,62.95,2024-04-22,0,paid,2024-04-22
FAC-2024-0000598,SO-2024-0000598,ALB-2024-0000399,CUST_7DE36694C343,2024-04-26,13.78,"{'4%': 0.37, '10%': 0.0, '21%': 0.96}",1.33,15.11,2024-04-26,0,paid,2024-04-27
FAC-2024-0000599,SO-2024-0000599,ALB-2024-0000400,CUST_99181497D658,2024-04-25,59.54,"{'4%': 0.81, '10%': 0.42, '21%': 7.38}",8.61,68.15,2024-04-25,0,paid,2024-04-26
FAC-2024-0000600,SO-2024-0000600,ALB-2024-0000401,CUST_92CA6DE59332,2024-04-26,50.27,"{'4%': 0.94, '10%': 0.69, '21%': 4.17}",5.8,56.07,2024-04-26,0,paid,2024-04-27
FAC-2024-0000601,SO-2024-0000601,,CUST_4EFCE10B1A47,2024-04-22,147.55,"{'4%': 1.22, '10%': 9.08, '21%': 5.5}",15.8,163.35,2024-05-07,15,pending,
FAC-2024-0000602,SO-2024-0000602,ALB-2024-0000402,CUST_9EA931227592,2024-04-24,18.75,"{'4%': 0.0, '10%': 1.88, '21%': 0.0}",1.88,20.63,2024-04-24,0,paid,2024-04-24
FAC-2024-0000603,SO-2024-0000603,,CUST_AB0B15F0EA19,2024-04-22,40.93,"{'4%': 0.12, '10%': 1.23, '21%': 5.39}",6.74,47.67,2024-04-22,0,paid,2024-04-22
FAC-2024-0000604,SO-2024-0000604,,CUST_4D71B41B3143,2024-04-23,26.23,"{'4%': 0.09, '10%': 1.21, '21%': 2.49}",3.79,30.02,2024-04-23,0,paid,2024-04-24
FAC-2024-0000605,SO-2024-0000605,ALB-2024-0000403,CUST_6DAA8861FE18,2024-04-25,12.88,"{'4%': 0.48, '10%': 0.09, '21%': 0.0}",0.57,13.45,2024-04-25,0,paid,2024-04-26
FAC-2024-0000606,SO-2024-0000606,ALB-2024-0000404,CUST_7DE36694C343,2024-04-26,20.34,"{'4%': 0.0, '10%': 1.64, '21%': 0.83}",2.47,22.81,2024-04-26,0,paid,2024-04-27
FAC-2024-0000607,SO-2024-0000607,ALB-2024-0000405,CUST_FD03C9525185,2024-04-28,21.55,"{'4%': 0.32, '10%': 1.36, '21%': 0.0}",1.68,23.23,2024-04-28,0,paid,2024-04-29
FAC-2024-0000608,SO-2024-0000608,ALB-2024-0000406,CUST_51B11B2EDEDB,2024-04-27,14.16,"{'4%': 0.38, '10%': 0.41, '21%': 0.13}",0.92,15.08,2024-04-27,0,paid,2024-04-28
FAC-2024-0000609,SO-2024-0000609,ALB-2024-0000407,CUST_EFFA3040413C,2024-04-26,28.5,"{'4%': 0.35, '10%': 0.0, '21%': 4.15}",4.5,33.0,2024-04-26,0,paid,2024-04-26
FAC-2024-0000610,SO-2024-0000610,ALB-2024-0000408,CUST_D37445712959,2024-04-27,51.78,"{'4%': 0.51, '10%': 2.02, '21%': 3.94}",6.47,58.25,2024-04-27,0,paid,2024-04-27
FAC-2024-0000611,SO-2024-0000611,,CUST_42D951976E75,2024-04-23,24.55,"{'4%': 0.58, '10%': 0.18, '21%': 1.73}",2.49,27.04,2024-04-23,0,paid,2024-04-23
FAC-2024-0000612,SO-2024-0000612,,CUST_008D610461E3,2024-04-24,52.48,"{'4%': 1.07, '10%': 1.55, '21%': 2.17}",4.79,57.27,2024-04-24,0,paid,2024-04-25
FAC-2024-0000613,SO-2024-0000613,ALB-2024-0000409,CUST_655243FF5011,2024-04-27,63.09,"{'4%': 0.18, '10%': 4.97, '21%': 1.84}",6.99,70.08,2024-04-27,0,paid,2024-04-27
FAC-2024-0000614,SO-2024-0000614,ALB-2024-0000410,CUST_623225074181,2024-04-28,91.72,"{'4%': 0.8, '10%': 3.97, '21%': 6.72}",11.49,103.21,2024-04-28,0,paid,2024-04-29
FAC-2024-0000615,SO-2024-0000615,,CUST_9D9D1BF645F6,2024-04-24,36.21,"{'4%': 0.0, '10%': 3.37, '21%': 0.53}",3.9,40.11,2024-04-24,0,paid,2024-04-24
FAC-2024-0000616,SO-2024-0000616,ALB-2024-0000411,CUST_255B7E3D5EE4,2024-04-26,105.08,"{'4%': 0.34, '10%': 4.03, '21%': 11.8}",16.17,121.25,2024-04-26,0,paid,2024-04-27
FAC-2024-0000617,SO-2024-0000617,ALB-2024-0000412,CUST_D37445712959,2024-04-27,69.94,"{'4%': 0.0, '10%': 5.6, '21%': 2.94}",8.54,78.48,2024-04-27,0,paid,2024-04-27
FAC-2024-0000618,SO-2024-0000618,ALB-2024-0000413,CUST_42D951976E75,2024-04-30,31.57,"{'4%': 0.64, '10%': 0.73, '21%': 1.72}",3.09,34.66,2024-04-30,0,paid,2024-04-30
FAC-2024-0000619,SO-2024-0000619,ALB-2024-0000414,CUST_FD03C9525185,2024-04-29,12.56,"{'4%': 0.0, '10%': 0.35, '21%': 1.91}",2.26,14.82,2024-04-29,0,paid,2024-04-29
FAC-2024-0000620,SO-2024-0000620,ALB-2024-0000415,CUST_FBA6CDBCC653,2024-04-27,89.95,"{'4%': 0.42, '10%': 2.39, '21%': 11.66}",14.47,104.42,2024-05-12,15,pending,
FAC-2024-0000621,SO-2024-0000621,,CUST_9D9D1BF645F6,2024-04-25,22.55,"{'4%': 0.07, '10%': 1.23, '21%': 1.78}",3.08,25.63,2024-04-25,0,paid,2024-04-25
FAC-2024-0000622,SO-2024-0000622,,CUST_008D610461E3,2024-04-26,63.72,"{'4%': 0.22, '10%': 2.63, '21%': 6.7}",9.55,73.27,2024-04-26,0,paid,2024-04-27
FAC-2024-0000623,SO-2024-0000623,ALB-2024-0000416,CUST_25E98D7248E2,2024-04-28,66.7,"{'4%': 1.77, '10%': 2.23, '21%': 0.0}",4.0,70.7,2024-04-28,0,paid,2024-04-29
FAC-2024-0000624,SO-2024-0000624,ALB-2024-0000417,CUST_D3636F81CF4F,2024-04-29,31.07,"{'4%': 0.02, '10%': 2.24, '21%': 1.71}",3.97,35.04,2024-04-29,0,paid,2024-04-29
FAC-2024-0000625,SO-2024-0000625,ALB-2024-0000418,CUST_A383DB2C6AC8,2024-04-29,8.26,"{'4%': 0.0, '10%': 0.0, '21%': 1.73}",1.73,9.99,2024-04-29,0,paid,2024-04-30
FAC-2024-0000626,SO-2024-0000626,ALB-2024-0000419,CUST_255B7E3D5EE4,2024-04-27,90.69,"{'4%': 0.61, '10%': 3.27, '21%': 8.98}",12.86,103.55,2024-04-27,0,paid,2024-04-27
FAC-2024-0000627,SO-2024-0000627,ALB-2024-0000420,CUST_34871A9C672A,2024-04-30,22.58,"{'4%': 0.82, '10%': 0.22, '21%': 0.0}",1.04,23.62,2024-04-30,0,paid,2024-05-01
FAC-2024-0000628,SO-2024-0000628,ALB-2024-0000421,CUST_0E61171B1B80,2024-04-28,22.53,"{'4%': 0.65, '10%': 0.44, '21%': 0.38}",1.47,24.0,2024-04-28,0,paid,2024-04-29
FAC-2024-0000629,SO-2024-0000629,ALB-2024-0000422,CUST_513A986F9025,2024-04-28,95.08,"{'4%': 0.92, '10%': 7.05, '21%': 0.35}",8.32,103.4,2024-04-28,0,paid,2024-04-28
FAC-2024-0000630,SO-2024-0000630,ALB-2024-0000423,CUST_1857BAC7E2B9,2024-04-30,23.67,"{'4%': 0.08, '10%': 1.51, '21%': 1.36}",2.95,26.62,2024-04-30,0,paid,2024-05-01
FAC-2024-0000631,SO-2024-0000631,,CUST_4D29345512F7,2024-04-27,54.04,"{'4%': 0.62, '10%': 0.38, '21%': 7.31}",8.31,62.35,2024-04-27,0,paid,2024-04-28
FAC-2024-0000632,SO-2024-0000632,,CUST_B241519894D8,2024-04-27,31.73,"{'4%': 0.16, '10%': 0.86, '21%': 4.01}",5.03,36.76,2024-04-27,0,paid,2024-04-27
FAC-2024-0000633,SO-2024-0000633,,CUST_F96DBED63DA0,2024-04-27,32.27,"{'4%': 0.21, '10%': 1.81, '21%': 1.84}",3.86,36.13,2024-04-27,0,paid,2024-04-27
FAC-2024-0000634,SO-2024-0000634,,CUST_CC393B5AE288,2024-04-27,121.53,"{'4%': 0.78, '10%': 8.89, '21%': 2.75}",12.42,133.95,2024-04-27,0,paid,2024-04-28
FAC-2024-0000635,SO-2024-0000635,ALB-2024-0000424,CUST_0A32373AEDF8,2024-04-30,74.93,"{'4%': 0.63, '10%': 3.45, '21%': 5.2}",9.28,84.21,2024-04-30,0,paid,2024-05-01
FAC-2024-0000636,SO-2024-0000636,ALB-2024-0000425,CUST_C1D7F3025D16,2024-04-30,50.13,"{'4%': 1.27, '10%': 0.4, '21%': 3.0}",4.67,54.8,2024-05-30,30,pending,
FAC-2024-0000637,SO-2024-0000637,ALB-2024-0000426,CUST_4FA0F6F7F0CC,2024-05-01,53.11,"{'4%': 1.05, '10%': 1.89, '21%': 1.68}",4.62,57.73,2024-05-16,15,pending,
FAC-2024-0000638,SO-2024-0000638,,CUST_07F8F3EA0184,2024-04-28,55.67,"{'4%': 1.36, '10%': 1.38, '21%': 1.66}",4.4,60.07,2024-04-28,0,paid,2024-04-29
FAC-2024-0000639,SO-2024-0000639,,CUST_32735373BF4D,2024-04-28,98.69,"{'4%': 0.89, '10%': 4.41, '21%': 6.77}",12.07,110.76,2024-04-28,0,paid,2024-04-28
FAC-2024-0000640,SO-2024-0000640,ALB-2024-0000427,CUST_42D951976E75,2024-04-30,31.51,"{'4%': 0.43, '10%': 1.38, '21%': 1.48}",3.29,34.8,2024-04-30,0,paid,2024-05-01
FAC-2024-0000641,SO-2024-0000641,,CUST_25E98D7248E2,2024-04-29,63.26,"{'4%': 0.21, '10%': 2.73, '21%': 6.47}",9.41,72.67,2024-04-29,0,paid,2024-04-30
FAC-2024-0000642,SO-2024-0000642,,CUST_4758A6499CDC,2024-04-30,128.57,"{'4%': 1.63, '10%': 4.62, '21%': 8.74}",14.99,143.56,2024-04-30,0,paid,2024-04-30
FAC-2024-0000643,SO-2024-0000643,,CUST_008D610461E3,2024-05-01,93.12,"{'4%': 3.42, '10%': 0.53, '21%': 0.5}",4.45,97.57,2024-05-01,0,paid,2024-05-01
FAC-2024-0000644,SO-2024-0000644,,CUST_4EFCE10B1A47,2024-05-01,118.39,"{'4%': 1.65, '10%': 4.31, '21%': 7.17}",13.13,131.52,2024-05-16,15,pending,
FAC-2024-0000645,SO-2024-0000645,,CUST_B241519894D8,2024-05-01,26.93,"{'4%': 0.94, '10%': 0.19, '21%': 0.3}",1.43,28.36,2024-05-01,0,paid,2024-05-02
FAC-2024-0000646,SO-2024-0000646,,CUST_FFE3BF337A15,2024-05-01,26.94,"{'4%': 0.35, '10%': 1.29, '21%': 1.12}",2.76,29.7,2024-05-01,0,paid,2024-05-01
FAC-2024-0000647,SO-2024-0000647,,CUST_F96DBED63DA0,2024-05-01,28.72,"{'4%': 0.06, '10%': 0.95, '21%': 3.73}",4.74,33.46,2024-05-01,0,paid,2024-05-02
FAC-2024-0000648,SO-2024-0000648,ALB-2024-0000428,CUST_D37445712959,2024-05-04,56.77,"{'4%': 0.72, '10%': 1.64, '21%': 4.71}",7.07,63.84,2024-05-04,0,paid,2024-05-05
FAC-2024-0000649,SO-2024-0000649,ALB-2024-0000429,CUST_25E98D7248E2,2024-05-03,48.34,"{'4%': 0.81, '10%': 2.1, '21%': 1.48}",4.39,52.73,2024-05-03,0,paid,2024-05-03
FAC-2024-0000650,SO-2024-0000650,,CUST_B3EE5A104129,2024-05-02,27.2,"{'4%': 0.2, '10%': 2.23, '21%': 0.0}",2.43,29.63,2024-05-02,0,paid,2024-05-03
FAC-2024-0000651,SO-2024-0000651,,CUST_51B11B2EDEDB,2024-05-02,14.43,"{'4%': 0.24, '10%': 0.43, '21%': 0.89}",1.56,15.99,2024-05-02,0,paid,2024-05-03
FAC-2024-0000652,SO-2024-0000652,,CUST_9A6C52171C88,2024-05-02,65.23,"{'4%': 0.32, '10%': 3.67, '21%': 4.3}",8.29,73.52,2024-05-02,0,paid,2024-05-03
FAC-2024-0000653,SO-2024-0000653,,CUST_CC393B5AE288,2024-05-02,129.25,"{'4%': 3.6, '10%': 3.23, '21%': 1.46}",8.29,137.54,2024-05-02,0,paid,2024-05-02
