po_id,supplier_id,dc_id,order_date,expected_receipt_date,actual_receipt_date,status,incoterm,payment_terms,currency,total_cost_net,tax_amount,total_cost_gross
PO-2024-0000981,SUP_00015,DC_ZGZ,2024-09-14,2024-09-17,2024-09-17,received,DAP,30D,EUR,1045.89,41.84,1087.73
PO-2024-0000982,SUP_00017,DC_ZGZ,2024-09-16,2024-09-25,2024-09-25,received,DAP,30D,EUR,1019.28,101.93,1121.21
PO-2024-0000983,SUP_00014,DC_ZGZ,2024-09-16,2024-09-27,2024-09-27,received,DAP,30D,EUR,1092.06,109.21,1201.27
PO-2024-0000984,SUP_00007,DC_ZGZ,2024-09-16,2024-09-19,2024-09-19,received,DAP,30D,EUR,2911.3,116.45,3027.75
PO-2024-0000985,SUP_00016,DC_BCN,2024-09-16,2024-09-22,2024-09-22,received,DAP,30D,EUR,105.16,22.08,127.24
PO-2024-0000986,SUP_00015,DC_SEV,2024-09-16,2024-09-19,2024-09-19,received,DAP,30D,EUR,632.62,25.3,657.92
PO-2024-0000987,SUP_00004,DC_SEV,2024-09-16,2024-09-25,2024-09-25,received,DAP,30D,EUR,1295.58,272.07,1567.65
PO-2024-0000988,SUP_00004,DC_ZGZ,2024-09-18,2024-09-29,2024-09-29,received,DAP,30D,EUR,276.34,58.03,334.37
PO-2024-0000989,SUP_00016,DC_ZGZ,2024-09-18,2024-09-24,2024-09-24,received,DAP,30D,EUR,170.5,35.8,206.3
PO-2024-0000990,SUP_00004,DC_BCN,2024-09-18,2024-09-26,2024-09-26,received,DAP,30D,EUR,726.17,152.5,878.67
PO-2024-0000991,SUP_00007,DC_VLC,2024-09-18,2024-09-21,2024-09-21,received,DAP,30D,EUR,257.13,10.29,267.42
PO-2024-0000992,SUP_00016,DC_VLC,2024-09-18,2024-09-23,2024-09-23,received,DAP,30D,EUR,478.52,100.49,579.01
PO-2024-0000993,SUP_00017,DC_VLC,2024-09-18,2024-09-26,2024-09-26,received,DAP,30D,EUR,142.94,14.29,157.23
PO-2024-0000994,SUP_00016,DC_BCN,2024-09-18,2024-09-23,2024-09-23,received,DAP,30D,EUR,229.22,48.14,277.36
PO-2024-0000995,SUP_00014,DC_BCN,2024-09-18,2024-09-27,2024-09-27,received,DAP,30D,EUR,215.0,21.5,236.5
PO-2024-0000996,SUP_00007,DC_BCN,2024-09-19,2024-09-22,2024-09-22,received,DAP,30D,EUR,346.32,13.85,360.17
PO-2024-0000997,SUP_00014,DC_BCN,2024-09-19,2024-09-27,2024-09-27,received,DAP,30D,EUR,2532.89,253.29,2786.18
PO-2024-0000998,SUP_00019,DC_BCN,2024-09-19,2024-09-21,2024-09-21,received,DAP,30D,EUR,3167.09,316.71,3483.8
PO-2024-0000999,SUP_00017,DC_BCN,2024-09-20,2024-09-27,2024-09-27,received,DAP,30D,EUR,316.35,31.64,347.99
PO-2024-0001000,SUP_00004,DC_BCN,2024-09-20,2024-10-01,2024-10-01,received,DAP,30D,EUR,335.3,70.41,405.71
PO-2024-0001001,SUP_00014,DC_SEV,2024-09-24,2024-10-03,2024-10-03,received,DAP,30D,EUR,511.03,51.1,562.13
PO-2024-0001002,SUP_00004,DC_MAD,2024-09-24,2024-10-02,2024-10-02,received,DAP,30D,EUR,477.23,100.22,577.45
PO-2024-0001003,SUP_00007,DC_ZGZ,2024-09-24,2024-09-27,2024-09-27,received,DAP,30D,EUR,1442.68,57.71,1500.39
PO-2024-0001004,SUP_00007,DC_SEV,2024-09-25,2024-09-28,2024-09-28,received,DAP,30D,EUR,499.48,19.98,519.46
PO-2024-0001005,SUP_00017,DC_MAD,2024-09-25,2024-10-04,2024-10-04,received,DAP,30D,EUR,303.5,30.35,333.85
PO-2024-0001006,SUP_00004,DC_MAD,2024-09-25,2024-10-07,2024-10-07,received,DAP,30D,EUR,295.12,61.98,357.1
PO-2024-0001007,SUP_00007,DC_ZGZ,2024-09-25,2024-09-28,2024-09-28,received,DAP,30D,EUR,752.9,42.23,795.13
PO-2024-0001008,SUP_00016,DC_ZGZ,2024-09-25,2024-09-30,2024-09-30,received,DAP,30D,EUR,173.16,36.36,209.52
PO-2024-0001009,SUP_00007,DC_MAD,2024-09-25,2024-09-27,2024-09-27,received,DAP,30D,EUR,456.37,18.25,474.62
PO-2024-0001010,SUP_00016,DC_SEV,2024-09-26,2024-10-02,2024-10-02,received,DAP,30D,EUR,1669.71,350.64,2020.35
PO-2024-0001011,SUP_00004,DC_SEV,2024-09-26,2024-10-05,2024-10-05,received,DAP,30D,EUR,199.18,41.83,241.01
PO-2024-0001012,SUP_00019,DC_SEV,2024-09-26,2024-09-28,2024-09-28,received,DAP,30D,EUR,575.7,57.57,633.27
PO-2024-0001013,SUP_00015,DC_BCN,2024-09-26,2024-09-29,2024-09-29,received,DAP,30D,EUR,197.65,7.91,205.56
PO-2024-0001014,SUP_00004,DC_BCN,2024-09-26,2024-10-05,2024-10-05,received,DAP,30D,EUR,596.56,125.28,721.84
PO-2024-0001015,SUP_00015,DC_BCN,2024-09-27,2024-09-30,2024-09-30,received,DAP,30D,EUR,185.38,7.42,192.8
PO-2024-0001016,SUP_00007,DC_MAD,2024-09-27,2024-09-30,2024-09-30,received,DAP,30D,EUR,964.79,38.59,1003.38
PO-2024-0001017,SUP_00016,DC_BCN,2024-09-27,2024-10-03,2024-10-03,received,DAP,30D,EUR,435.75,43.58,479.33
PO-2024-0001018,SUP_00016,DC_ZGZ,2024-09-27,2024-10-02,2024-10-02,received,DAP,30D,EUR,310.33,31.03,341.36
PO-2024-0001019,SUP_00014,DC_BCN,2024-09-28,2024-10-08,2024-10-08,received,DAP,30D,EUR,95.43,9.54,104.97
PO-2024-0001020,SUP_00016,DC_ZGZ,2024-09-28,2024-10-03,2024-10-03,received,DAP,30D,EUR,403.02,84.63,487.65
PO-2024-0001021,SUP_00004,DC_MAD,2024-09-28,2024-10-09,2024-10-09,received,DAP,30D,EUR,570.54,119.81,690.35
PO-2024-0001022,SUP_00007,DC_BCN,2024-09-30,2024-10-03,2024-10-03,received,DAP,30D,EUR,675.62,141.88,817.5
PO-2024-0001023,SUP_00004,DC_ZGZ,2024-10-01,2024-10-10,2024-10-10,received,DAP,30D,EUR,146.17,30.7,176.87
PO-2024-0001024,SUP_00016,DC_ZGZ,2024-10-01,2024-10-05,2024-10-05,received,DAP,30D,EUR,156.77,32.92,189.69
PO-2024-0001025,SUP_00016,DC_MAD,2024-10-02,2024-10-06,2024-10-06,received,DAP,30D,EUR,1104.0,166.15,1270.15
PO-2024-0001026,SUP_00014,DC_VLC,2024-10-03,2024-10-15,2024-10-15,received,DAP,30D,EUR,1288.02,128.8,1416.82
PO-2024-0001027,SUP_00016,DC_MAD,2024-10-03,2024-10-08,2024-10-08,received,DAP,30D,EUR,442.44,92.91,535.35
PO-2024-0001028,SUP_00015,DC_VLC,2024-10-03,2024-10-06,2024-10-06,received,DAP,30D,EUR,624.23,24.97,649.2
PO-2024-0001029,SUP_00005,DC_ZGZ,2024-10-03,2024-10-08,2024-10-08,received,DAP,30D,EUR,517.99,51.8,569.79
PO-2024-0001030,SUP_00004,DC_BCN,2024-10-04,2024-10-15,2024-10-15,received,DAP,30D,EUR,379.04,79.6,458.64
PO-2024-0001031,SUP_00016,DC_BCN,2024-10-04,2024-10-10,2024-10-10,received,DAP,30D,EUR,316.78,31.68,348.46
PO-2024-0001032,SUP_00014,DC_MAD,2024-10-04,2024-10-16,2024-10-16,received,DAP,30D,EUR,840.88,84.09,924.97
PO-2024-0001033,SUP_00014,DC_SEV,2024-10-04,2024-10-15,2024-10-15,received,DAP,30D,EUR,773.71,77.37,851.08
PO-2024-0001034,SUP_00016,DC_ZGZ,2024-10-04,2024-10-09,2024-10-09,received,DAP,30D,EUR,299.4,29.94,329.34
PO-2024-0001035,SUP_00005,DC_ZGZ,2024-10-04,2024-10-08,2024-10-08,received,DAP,30D,EUR,90.23,9.02,99.25
PO-2024-0001036,SUP_00016,DC_ZGZ,2024-10-05,2024-10-10,2024-10-10,received,DAP,30D,EUR,1276.84,227.57,1504.41
PO-2024-0001037,SUP_00016,DC_BCN,2024-10-05,2024-10-10,2024-10-10,received,DAP,30D,EUR,392.97,82.52,475.49
PO-2024-0001038,SUP_00007,DC_ZGZ,2024-10-05,2024-10-08,2024-10-08,received,DAP,30D,EUR,75.43,15.84,91.27
PO-2024-0001039,SUP_00007,DC_SEV,2024-10-05,2024-10-08,2024-10-08,received,DAP,30D,EUR,916.76,36.67,953.43
PO-2024-0001040,SUP_00004,DC_ZGZ,2024-10-05,2024-10-14,2024-10-14,received,DAP,30D,EUR,192.18,40.36,232.54
PO-2024-0001041,SUP_00004,DC_BCN,2024-10-05,2024-10-15,2024-10-15,received,DAP,30D,EUR,93.0,19.53,112.53
PO-2024-0001042,SUP_00016,DC_MAD,2024-10-05,2024-10-11,2024-10-11,received,DAP,30D,EUR,938.44,137.35,1075.79
PO-2024-0001043,SUP_00015,DC_SEV,2024-10-05,2024-10-08,2024-10-08,received,DAP,30D,EUR,451.66,18.07,469.73
PO-2024-0001044,SUP_00016,DC_ZGZ,2024-10-06,2024-10-12,2024-10-12,received,DAP,30D,EUR,216.43,45.45,261.88
PO-2024-0001045,SUP_00004,DC_ZGZ,2024-10-06,2024-10-18,2024-10-18,received,DAP,30D,EUR,224.52,47.15,271.67
PO-2024-0001046,SUP_00017,DC_ZGZ,2024-10-06,2024-10-13,2024-10-13,received,DAP,30D,EUR,631.43,63.14,694.57
PO-2024-0001047,SUP_00004,DC_MAD,2024-10-06,2024-10-15,2024-10-15,received,DAP,30D,EUR,473.55,99.45,573.0
PO-2024-0001048,SUP_00017,DC_MAD,2024-10-06,2024-10-13,2024-10-13,received,DAP,30D,EUR,260.53,26.05,286.58
PO-2024-0001049,SUP_00007,DC_MAD,2024-10-06,2024-10-09,2024-10-09,received,DAP,30D,EUR,241.29,50.67,291.96
PO-2024-0001050,SUP_00019,DC_BCN,2024-10-09,2024-10-11,2024-10-11,received,DAP,30D,EUR,7371.52,737.15,8108.67
PO-2024-0001051,SUP_00015,DC_SEV,2024-10-11,2024-10-14,2024-10-14,received,DAP,30D,EUR,162.33,6.49,168.82
PO-2024-0001052,SUP_00016,DC_BCN,2024-10-12,2024-10-17,2024-10-17,received,DAP,30D,EUR,660.48,138.7,799.18
PO-2024-0001053,SUP_00016,DC_ZGZ,2024-10-12,2024-10-18,2024-10-18,received,DAP,30D,EUR,551.42,115.8,667.22
PO-2024-0001054,SUP_00004,DC_BCN,2024-10-14,2024-10-23,2024-10-23,received,DAP,30D,EUR,375.54,78.86,454.4
PO-2024-0001055,SUP_00014,DC_BCN,2024-10-16,2024-10-28,2024-10-28,received,DAP,30D,EUR,862.35,86.24,948.59
PO-2024-0001056,SUP_00017,DC_BCN,2024-10-16,2024-10-25,2024-10-25,received,DAP,30D,EUR,664.85,66.48,731.33
PO-2024-0001057,SUP_00016,DC_MAD,2024-10-16,2024-10-20,2024-10-20,received,DAP,30D,EUR,426.38,89.54,515.92
PO-2024-0001058,SUP_00015,DC_BCN,2024-10-17,2024-10-20,2024-10-20,received,DAP,30D,EUR,227.09,9.08,236.17
PO-2024-0001059,SUP_00016,DC_BCN,2024-10-17,2024-10-22,2024-10-22,received,DAP,30D,EUR,167.62,16.76,184.38
PO-2024-0001060,SUP_00007,DC_BCN,2024-10-17,2024-10-19,2024-10-19,received,DAP,30D,EUR,840.46,33.62,874.08
PO-2024-0001061,SUP_00004,DC_MAD,2024-10-18,2024-10-26,2024-10-26,received,DAP,30D,EUR,374.16,78.57,452.73
PO-2024-0001062,SUP_00016,DC_BCN,2024-10-18,2024-10-22,2024-10-22,received,DAP,30D,EUR,359.56,75.51,435.07
PO-2024-0001063,SUP_00019,DC_ZGZ,2024-10-18,2024-10-20,2024-10-20,received,DAP,30D,EUR,1738.71,173.87,1912.58
PO-2024-0001064,SUP_00004,DC_VLC,2024-10-19,2024-10-27,2024-10-27,received,DAP,30D,EUR,92.42,19.41,111.83
PO-2024-0001065,SUP_00014,DC_VLC,2024-10-19,2024-10-27,2024-10-27,received,DAP,30D,EUR,409.13,40.91,450.04
PO-2024-0001066,SUP_00007,DC_VLC,2024-10-19,2024-10-22,2024-10-22,received,DAP,30D,EUR,482.55,19.3,501.85
PO-2024-0001067,SUP_00007,DC_BCN,2024-10-19,2024-10-22,2024-10-22,received,DAP,30D,EUR,199.98,42.0,241.98
PO-2024-0001068,SUP_00016,DC_BCN,2024-10-22,2024-10-28,2024-10-28,received,DAP,30D,EUR,229.79,22.98,252.77
PO-2024-0001069,SUP_00014,DC_BCN,2024-10-22,2024-11-02,2024-11-02,received,DAP,30D,EUR,2171.24,217.12,2388.36
PO-2024-0001070,SUP_00007,DC_ZGZ,2024-10-22,2024-10-25,2024-10-25,received,DAP,30D,EUR,1213.47,48.54,1262.01
PO-2024-0001071,SUP_00014,DC_ZGZ,2024-10-22,2024-11-02,2024-11-02,received,DAP,30D,EUR,886.81,88.68,975.49
PO-2024-0001072,SUP_00004,DC_ZGZ,2024-10-22,2024-10-30,2024-10-30,received,DAP,30D,EUR,66.14,13.89,80.03
PO-2024-0001073,SUP_00007,DC_BCN,2024-10-22,2024-10-25,2024-10-25,received,DAP,30D,EUR,303.05,12.12,315.17
PO-2024-0001074,SUP_00017,DC_VLC,2024-10-22,2024-10-31,2024-10-31,received,DAP,30D,EUR,205.29,20.53,225.82
PO-2024-0001075,SUP_00007,DC_BCN,2024-10-23,2024-10-26,2024-10-26,received,DAP,30D,EUR,38.52,8.09,46.61
PO-2024-0001076,SUP_00019,DC_ZGZ,2024-10-23,2024-10-25,2024-10-25,received,DAP,30D,EUR,4453.61,445.36,4898.97
PO-2024-0001077,SUP_00016,DC_MAD,2024-10-24,2024-10-29,2024-10-29,received,DAP,30D,EUR,748.13,157.11,905.24
PO-2024-0001078,SUP_00017,DC_BCN,2024-10-25,2024-11-01,2024-11-01,received,DAP,30D,EUR,207.53,20.75,228.28
PO-2024-0001079,SUP_00004,DC_BCN,2024-10-25,2024-11-04,2024-11-04,received,DAP,30D,EUR,695.79,146.12,841.91
PO-2024-0001080,SUP_00007,DC_BCN,2024-10-25,2024-10-28,2024-10-28,received,DAP,30D,EUR,229.53,48.2,277.73
PO-2024-0001081,SUP_00014,DC_SEV,2024-10-25,2024-11-03,2024-11-03,received,DAP,30D,EUR,518.59,51.86,570.45
PO-2024-0001082,SUP_00016,DC_SEV,2024-10-25,2024-10-30,2024-10-30,received,DAP,30D,EUR,180.84,37.98,218.82
PO-2024-0001083,SUP_00007,DC_MAD,2024-10-25,2024-10-28,2024-10-28,received,DAP,30D,EUR,896.92,35.88,932.8
PO-2024-0001084,SUP_00015,DC_MAD,2024-10-25,2024-10-28,2024-10-28,received,DAP,30D,EUR,587.21,23.49,610.7
PO-2024-0001085,SUP_00007,DC_MAD,2024-10-26,2024-10-29,2024-10-29,received,DAP,30D,EUR,248.85,52.26,301.11
PO-2024-0001086,SUP_00004,DC_MAD,2024-10-26,2024-11-05,2024-11-05,received,DAP,30D,EUR,918.55,192.9,1111.45
PO-2024-0001087,SUP_00015,DC_MAD,2024-10-26,2024-10-29,2024-10-29,received,DAP,30D,EUR,696.99,27.88,724.87
PO-2024-0001088,SUP_00017,DC_MAD,2024-10-26,2024-11-04,2024-11-04,received,DAP,30D,EUR,2672.37,267.24,2939.61
PO-2024-0001089,SUP_00016,DC_MAD,2024-10-26,2024-10-30,2024-10-30,received,DAP,30D,EUR,922.8,193.79,1116.59
PO-2024-0001090,SUP_00016,DC_VLC,2024-10-26,2024-10-30,2024-10-30,received,DAP,30D,EUR,427.35,89.74,517.09
PO-2024-0001091,SUP_00019,DC_VLC,2024-10-26,2024-10-28,2024-10-28,received,DAP,30D,EUR,2963.2,296.32,3259.52
PO-2024-0001092,SUP_00016,DC_SEV,2024-10-27,2024-11-02,2024-11-02,received,DAP,30D,EUR,973.74,204.49,1178.23
PO-2024-0001093,SUP_00004,DC_VLC,2024-10-28,2024-11-05,2024-11-05,received,DAP,30D,EUR,410.84,86.28,497.12
PO-2024-0001094,SUP_00007,DC_VLC,2024-10-28,2024-10-31,2024-10-31,received,DAP,30D,EUR,291.53,11.66,303.19
PO-2024-0001095,SUP_00014,DC_MAD,2024-10-28,2024-11-06,2024-11-06,received,DAP,30D,EUR,1234.26,123.43,1357.69
PO-2024-0001096,SUP_00007,DC_SEV,2024-10-28,2024-10-31,2024-10-31,received,DAP,30D,EUR,1389.27,291.75,1681.02
PO-2024-0001097,SUP_00007,DC_ZGZ,2024-10-29,2024-11-01,2024-11-01,received,DAP,30D,EUR,3440.76,137.63,3578.39
PO-2024-0001098,SUP_00017,DC_ZGZ,2024-10-29,2024-11-08,2024-11-08,received,DAP,30D,EUR,577.05,57.7,634.75
PO-2024-0001099,SUP_00015,DC_ZGZ,2024-10-29,2024-11-01,2024-11-01,received,DAP,30D,EUR,466.28,18.65,484.93
PO-2024-0001100,SUP_00004,DC_ZGZ,2024-10-29,2024-11-08,2024-11-08,received,DAP,30D,EUR,256.34,53.83,310.17
PO-2024-0001101,SUP_00016,DC_BCN,2024-10-30,2024-11-05,2024-11-05,received,DAP,30D,EUR,472.38,99.2,571.58
PO-2024-0001102,SUP_00019,DC_VLC,2024-10-30,2024-11-01,2024-11-01,received,DAP,30D,EUR,1786.18,178.62,1964.8
PO-2024-0001103,SUP_00004,DC_SEV,2024-10-31,2024-11-10,2024-11-10,received,DAP,30D,EUR,260.11,54.62,314.73
PO-2024-0001104,SUP_00014,DC_SEV,2024-10-31,2024-11-08,2024-11-08,received,DAP,30D,EUR,961.22,96.12,1057.34
PO-2024-0001105,SUP_00004,DC_BCN,2024-10-31,2024-11-10,2024-11-10,received,DAP,30D,EUR,181.74,38.17,219.91
PO-2024-0001106,SUP_00015,DC_BCN,2024-10-31,2024-11-02,2024-11-02,received,DAP,30D,EUR,205.82,8.23,214.05
PO-2024-0001107,SUP_00015,DC_SEV,2024-11-01,2024-11-05,2024-11-05,received,DAP,30D,EUR,411.18,16.45,427.63
PO-2024-0001108,SUP_00015,DC_MAD,2024-11-01,2024-11-03,2024-11-03,received,DAP,30D,EUR,515.43,20.62,536.05
PO-2024-0001109,SUP_00014,DC_MAD,2024-11-01,2024-11-12,2024-11-12,received,DAP,30D,EUR,1011.18,101.12,1112.3
PO-2024-0001110,SUP_00019,DC_MAD,2024-11-01,2024-11-03,2024-11-03,received,DAP,30D,EUR,913.3,91.33,1004.63
PO-2024-0001111,SUP_00017,DC_SEV,2024-11-02,2024-11-11,2024-11-11,received,DAP,30D,EUR,151.89,15.19,167.08
PO-2024-0001112,SUP_00019,DC_MAD,2024-11-03,2024-11-05,2024-11-05,received,DAP,30D,EUR,429.37,42.94,472.31
PO-2024-0001113,SUP_00014,DC_SEV,2024-11-04,2024-11-14,2024-11-14,received,DAP,30D,EUR,943.97,94.4,1038.37
PO-2024-0001114,SUP_00004,DC_VLC,2024-11-04,2024-11-15,2024-11-15,received,DAP,30D,EUR,162.27,34.08,196.35
PO-2024-0001115,SUP_00016,DC_VLC,2024-11-04,2024-11-09,2024-11-09,received,DAP,30D,EUR,119.19,25.03,144.22
PO-2024-0001116,SUP_00014,DC_BCN,2024-11-05,2024-11-17,2024-11-17,received,DAP,30D,EUR,4412.79,441.28,4854.07
PO-2024-0001117,SUP_00004,DC_BCN,2024-11-05,2024-11-15,2024-11-15,received,DAP,30D,EUR,82.04,17.23,99.27
PO-2024-0001118,SUP_00016,DC_BCN,2024-11-05,2024-11-10,2024-11-10,received,DAP,30D,EUR,384.85,80.82,465.67
PO-2024-0001119,SUP_00007,DC_BCN,2024-11-05,2024-11-08,2024-11-08,received,DAP,30D,EUR,225.65,9.03,234.68
PO-2024-0001120,SUP_00016,DC_BCN,2024-11-06,2024-11-10,2024-11-10,received,DAP,30D,EUR,556.88,116.94,673.82
PO-2024-0001121,SUP_00007,DC_BCN,2024-11-06,2024-11-09,2024-11-09,received,DAP,30D,EUR,154.29,6.17,160.46
PO-2024-0001122,SUP_00007,DC_ZGZ,2024-11-06,2024-11-09,2024-11-09,received,DAP,30D,EUR,522.62,109.75,632.37
PO-2024-0001123,SUP_00016,DC_ZGZ,2024-11-06,2024-11-10,2024-11-10,received,DAP,30D,EUR,784.13,142.36,926.49
PO-2024-0001124,SUP_00007,DC_VLC,2024-11-06,2024-11-09,2024-11-09,received,DAP,30D,EUR,749.23,29.97,779.2
PO-2024-0001125,SUP_00014,DC_VLC,2024-11-06,2024-11-15,2024-11-15,received,DAP,30D,EUR,1104.3,110.43,1214.73
PO-2024-0001126,SUP_00016,DC_SEV,2024-11-07,2024-11-13,2024-11-13,received,DAP,30D,EUR,413.4,41.34,454.74
PO-2024-0001127,SUP_00017,DC_MAD,2024-11-07,2024-11-15,2024-11-15,received,DAP,30D,EUR,539.28,53.93,593.21
PO-2024-0001128,SUP_00004,DC_MAD,2024-11-07,2024-11-17,2024-11-17,received,DAP,30D,EUR,150.35,31.57,181.92
PO-2024-0001129,SUP_00016,DC_BCN,2024-11-08,2024-11-13,2024-11-13,received,DAP,30D,EUR,402.74,84.58,487.32
PO-2024-0001130,SUP_00007,DC_BCN,2024-11-08,2024-11-11,2024-11-11,received,DAP,30D,EUR,558.58,22.34,580.92
PO-2024-0001131,SUP_00007,DC_ZGZ,2024-11-08,2024-11-11,2024-11-11,received,DAP,30D,EUR,208.76,43.84,252.6
PO-2024-0001132,SUP_00007,DC_SEV,2024-11-08,2024-11-11,2024-11-11,received,DAP,30D,EUR,2233.99,89.36,2323.35
PO-2024-0001133,SUP_00016,DC_BCN,2024-11-09,2024-11-13,2024-11-13,received,DAP,30D,EUR,292.15,61.35,353.5
PO-2024-0001134,SUP_00019,DC_BCN,2024-11-09,2024-11-11,2024-11-11,received,DAP,30D,EUR,615.28,61.53,676.81
PO-2024-0001135,SUP_00007,DC_BCN,2024-11-09,2024-11-12,2024-11-12,received,DAP,30D,EUR,676.83,82.61,759.44
PO-2024-0001136,SUP_00014,DC_VLC,2024-11-09,2024-11-18,2024-11-18,received,DAP,30D,EUR,709.54,70.95,780.49
PO-2024-0001137,SUP_00004,DC_VLC,2024-11-09,2024-11-19,2024-11-19,received,DAP,30D,EUR,112.02,23.52,135.54
PO-2024-0001138,SUP_00016,DC_VLC,2024-11-09,2024-11-14,2024-11-14,received,DAP,30D,EUR,129.06,27.1,156.16
PO-2024-0001139,SUP_00016,DC_ZGZ,2024-11-09,2024-11-14,2024-11-14,received,DAP,30D,EUR,324.33,68.11,392.44
PO-2024-0001140,SUP_00014,DC_MAD,2024-11-11,2024-11-21,2024-11-21,received,DAP,30D,EUR,2123.77,212.38,2336.15
PO-2024-0001141,SUP_00016,DC_ZGZ,2024-11-12,2024-11-17,2024-11-17,received,DAP,30D,EUR,483.77,101.59,585.36
PO-2024-0001142,SUP_00014,DC_ZGZ,2024-11-12,2024-11-23,2024-11-23,received,DAP,30D,EUR,1192.84,119.28,1312.12
PO-2024-0001143,SUP_00019,DC_ZGZ,2024-11-12,2024-11-14,2024-11-14,received,DAP,30D,EUR,241.7,24.17,265.87
PO-2024-0001144,SUP_00016,DC_SEV,2024-11-13,2024-11-18,2024-11-18,received,DAP,30D,EUR,330.11,69.32,399.43
PO-2024-0001145,SUP_00004,DC_VLC,2024-11-14,2024-11-24,2024-11-24,received,DAP,30D,EUR,224.83,47.21,272.04
PO-2024-0001146,SUP_00016,DC_MAD,2024-11-14,2024-11-20,2024-11-20,received,DAP,30D,EUR,1291.65,271.25,1562.9
PO-2024-0001147,SUP_00014,DC_MAD,2024-11-14,2024-11-23,2024-11-23,received,DAP,30D,EUR,2061.86,206.19,2268.05
PO-2024-0001148,SUP_00004,DC_VLC,2024-11-15,2024-11-24,2024-11-24,received,DAP,30D,EUR,233.15,48.96,282.11
PO-2024-0001149,SUP_00007,DC_VLC,2024-11-15,2024-11-18,2024-11-18,received,DAP,30D,EUR,900.54,36.02,936.56
PO-2024-0001150,SUP_00017,DC_SEV,2024-11-15,2024-11-22,2024-11-22,received,DAP,30D,EUR,302.33,30.23,332.56
PO-2024-0001151,SUP_00004,DC_SEV,2024-11-15,2024-11-27,2024-11-27,received,DAP,30D,EUR,778.89,163.57,942.46
PO-2024-0001152,SUP_00019,DC_SEV,2024-11-15,2024-11-17,2024-11-17,received,DAP,30D,EUR,651.84,65.18,717.02
PO-2024-0001153,SUP_00007,DC_MAD,2024-11-15,2024-11-18,2024-11-18,received,DAP,30D,EUR,1476.04,309.97,1786.01
PO-2024-0001154,SUP_00007,DC_BCN,2024-11-16,2024-11-19,2024-11-19,received,DAP,30D,EUR,157.53,33.08,190.61
PO-2024-0001155,SUP_00017,DC_BCN,2024-11-16,2024-11-23,2024-11-23,received,DAP,30D,EUR,207.61,20.76,228.37
PO-2024-0001156,SUP_00019,DC_BCN,2024-11-16,2024-11-18,2024-11-18,received,DAP,30D,EUR,750.64,75.06,825.7
PO-2024-0001157,SUP_00016,DC_VLC,2024-11-16,2024-11-21,2024-11-21,received,DAP,30D,EUR,268.07,26.81,294.88
PO-2024-0001158,SUP_00019,DC_VLC,2024-11-16,2024-11-18,2024-11-18,received,DAP,30D,EUR,545.09,54.51,599.6
PO-2024-0001159,SUP_00014,DC_MAD,2024-11-18,2024-11-27,2024-11-27,received,DAP,30D,EUR,845.03,84.5,929.53
PO-2024-0001160,SUP_00017,DC_MAD,2024-11-20,2024-11-30,2024-11-30,received,DAP,30D,EUR,3495.64,349.56,3845.2
PO-2024-0001161,SUP_00014,DC_SEV,2024-11-20,2024-12-01,2024-12-01,received,DAP,30D,EUR,590.59,59.06,649.65
PO-2024-0001162,SUP_00016,DC_VLC,2024-11-20,2024-11-27,2024-11-27,received,DAP,30D,EUR,221.05,22.11,243.16
PO-2024-0001163,SUP_00005,DC_SEV,2024-11-22,2024-11-28,2024-11-28,received,DAP,30D,EUR,521.3,52.13,573.43
PO-2024-0001164,SUP_00014,DC_SEV,2024-11-22,2024-12-07,2024-12-07,received,DAP,30D,EUR,1850.74,185.07,2035.81
PO-2024-0001165,SUP_00007,DC_ZGZ,2024-11-22,2024-11-26,2024-11-26,received,DAP,30D,EUR,1034.29,217.2,1251.49
PO-2024-0001166,SUP_00007,DC_MAD,2024-11-22,2024-11-27,2024-11-27,received,DAP,30D,EUR,301.27,12.05,313.32
PO-2024-0001167,SUP_00014,DC_MAD,2024-11-22,2024-12-05,2024-12-05,received,DAP,30D,EUR,2169.1,216.91,2386.01
PO-2024-0001168,SUP_00016,DC_MAD,2024-11-22,2024-11-28,2024-11-28,received,DAP,30D,EUR,317.94,31.79,349.73
PO-2024-0001169,SUP_00015,DC_MAD,2024-11-22,2024-11-26,2024-11-26,received,DAP,30D,EUR,351.3,14.05,365.35
PO-2024-0001170,SUP_00004,DC_MAD,2024-11-22,2024-12-05,2024-12-05,received,DAP,30D,EUR,829.3,174.15,1003.45
PO-2024-0001171,SUP_00017,DC_ZGZ,2024-11-22,2024-12-01,2024-12-01,received,DAP,30D,EUR,228.06,22.81,250.87
PO-2024-0001172,SUP_00019,DC_MAD,2024-11-22,2024-11-24,2024-11-24,received,DAP,30D,EUR,280.58,28.06,308.64
PO-2024-0001173,SUP_00017,DC_VLC,2024-11-23,2024-12-02,2024-12-02,received,DAP,30D,EUR,1337.34,133.73,1471.07
PO-2024-0001174,SUP_00004,DC_VLC,2024-11-23,2024-12-06,2024-12-06,received,DAP,30D,EUR,236.82,49.73,286.55
PO-2024-0001175,SUP_00019,DC_VLC,2024-11-23,2024-11-26,2024-11-26,received,DAP,30D,EUR,729.11,72.91,802.02
PO-2024-0001176,SUP_00007,DC_ZGZ,2024-11-23,2024-11-26,2024-11-26,received,DAP,30D,EUR,1364.45,54.58,1419.03
